student_id,interest,attendance,study_hours,grade_math,grade_physics,grade_literature,grade_biology,grade_chemistry,stress_level,stress_label,interest_label
3692,2,66.0,6,20,20,20,20,20,3,medium,low
3693,5,100.0,10,21,23,23,33,23,2,low,very_high
3694,5,73.0,15,44,27,38,37,40,2,low,very_high
3695,2,77.0,11,22,20,21,23,20,2,low,low
3696,1,81.0,4,20,23,20,20,20,3,medium,very_low
3697,4,68.0,17,32,34,29,43,37,3,medium,high
3698,5,64.0,13,35,36,21,29,39,2,low,very_high
3699,2,93.0,14,20,26,23,22,23,5,very_high,low
3700,1,82.0,6,20,20,20,20,20,4,high,very_low
3701,1,83.0,6,20,22,21,20,20,3,medium,very_low
3702,1,63.0,9,20,20,20,20,20,3,medium,very_low
3703,2,90.0,10,20,20,20,20,20,3,medium,low
3704,2,93.0,8,20,20,22,21,20,3,medium,low
3705,3,75.0,8,20,20,20,20,20,3,medium,medium
3706,4,89.0,11,38,26,27,25,21,4,high,high
3707,3,81.0,6,20,20,24,30,20,1,very_low,medium
3708,3,92.0,13,36,20,23,33,40,3,medium,medium
3709,2,79.0,15,20,20,20,26,20,2,low,low
3710,4,100.0,11,35,36,20,29,30,3,medium,high
3711,3,91.0,15,27,20,31,20,27,4,high,medium
3712,1,79.0,4,20,20,21,22,20,3,medium,very_low
3713,3,83.0,15,37,43,32,20,34,3,medium,medium
3714,3,74.0,9,28,20,31,20,42,3,medium,medium
3715,4,93.0,20,35,35,38,22,29,5,very_high,high
3716,2,56.0,8,20,20,20,25,21,3,medium,low
3717,3,94.0,20,25,25,26,20,22,1,very_low,medium
3718,5,84.0,20,35,50,25,31,45,3,medium,very_high
3719,2,59.0,5,20,20,22,27,20,2,low,low
3720,3,73.0,16,30,28,20,27,28,4,high,medium
3721,5,51.0,16,20,24,20,24,26,4,high,very_high
3722,5,45.0,17,26,35,42,22,22,4,high,very_high
3723,3,81.0,10,20,29,20,20,22,2,low,medium
3724,2,78.0,20,20,20,30,29,20,2,low,low
3725,4,61.0,13,28,37,22,24,45,5,very_high,high
3726,1,97.0,7,20,20,24,20,20,1,very_low,very_low
3727,5,69.0,18,46,43,20,23,32,2,low,very_high
3728,2,71.0,11,23,32,28,32,20,2,low,low
3729,4,82.0,19,36,27,34,36,30,5,very_high,high
3730,3,94.0,18,33,20,32,25,30,4,high,medium
3731,4,66.0,21,44,34,30,31,20,4,high,high
3732,2,85.0,12,20,20,20,29,20,3,medium,low
3733,1,76.0,11,22,20,20,20,20,4,high,very_low
3734,3,86.0,6,21,20,31,25,28,4,high,medium
3735,3,100.0,13,20,20,38,45,20,3,medium,medium
3736,3,70.0,13,22,32,20,21,35,3,medium,medium
3737,4,87.0,13,50,28,38,46,31,3,medium,high
3738,3,53.0,11,25,35,20,30,20,2,low,medium
3739,3,57.0,12,20,20,20,26,20,3,medium,medium
3740,2,84.0,15,26,20,33,25,32,3,medium,low
3741,3,80.0,12,26,22,24,20,33,3,medium,medium
3742,1,100.0,12,20,23,20,20,20,3,medium,very_low
3743,3,69.0,20,20,26,29,20,27,4,high,medium
3744,2,62.0,5,20,22,20,20,20,4,high,low
3745,3,98.0,15,24,20,20,33,24,3,medium,medium
3746,3,100.0,9,23,37,35,20,27,3,medium,medium
3747,3,100.0,17,23,34,26,23,29,2,low,medium
3748,2,89.0,8,20,20,21,26,20,3,medium,low
3749,2,79.0,11,20,21,20,20,20,3,medium,low
3750,5,92.0,21,39,38,43,27,46,2,low,very_high
3751,3,100.0,17,20,29,20,24,20,4,high,medium
3752,3,86.0,14,25,31,27,23,23,3,medium,medium
3753,4,88.0,16,20,37,29,30,31,2,low,high
3754,1,92.0,9,22,20,20,20,20,3,medium,very_low
3755,2,75.0,5,20,20,20,23,24,3,medium,low
3756,5,48.0,22,25,34,36,23,38,2,low,very_high
3757,4,79.0,18,22,28,24,28,24,2,low,high
3758,2,57.0,6,20,22,23,20,20,4,high,low
3759,1,72.0,11,20,20,20,20,20,4,high,very_low
3760,2,89.0,8,20,20,20,28,20,3,medium,low
3761,4,100.0,9,31,26,21,40,31,3,medium,high
3762,2,73.0,20,33,20,20,24,20,3,medium,low
3763,3,75.0,12,23,37,23,20,33,2,low,medium
3764,1,97.0,4,20,21,20,20,20,3,medium,very_low
3765,1,71.0,10,20,20,20,20,20,3,medium,very_low
3766,3,72.0,9,20,27,29,20,36,4,high,medium
3767,2,82.0,11,37,23,20,22,20,2,low,low
3768,3,79.0,12,33,20,23,20,24,3,medium,medium
3769,2,89.0,8,20,21,20,20,20,5,very_high,low
3770,2,64.0,8,20,25,20,20,20,3,medium,low
3771,3,57.0,14,20,35,25,40,20,3,medium,medium
3772,4,67.0,16,26,31,29,23,32,4,high,high
3773,3,66.0,10,26,21,29,25,20,1,very_low,medium
3774,3,95.0,9,20,36,27,20,25,2,low,medium
3775,5,75.0,10,35,28,38,37,41,1,very_low,very_high
3776,5,93.0,14,36,31,30,38,31,4,high,very_high
3777,2,97.0,8,20,20,20,27,23,3,medium,low
3778,1,64.0,8,20,20,21,20,20,3,medium,very_low
3779,4,76.0,9,23,24,23,20,30,2,low,high
3780,3,77.0,12,22,27,20,20,24,3,medium,medium
3781,4,60.0,12,24,23,31,35,23,5,very_high,high
3782,3,90.0,7,24,25,20,35,33,5,very_high,medium
3783,2,91.0,5,20,22,27,20,20,3,medium,low
3784,5,52.0,12,24,37,36,27,21,1,very_low,very_high
3785,2,60.0,13,20,26,20,20,28,2,low,low
3786,3,86.0,17,20,34,31,34,20,4,high,medium
3787,2,87.0,15,29,20,20,20,22,5,very_high,low
3788,2,75.0,5,20,20,20,29,20,3,medium,low
3789,3,77.0,14,20,26,38,36,36,4,high,medium
3790,3,89.0,20,31,20,24,26,20,4,high,medium
3791,2,100.0,11,30,26,32,20,22,3,medium,low
3792,3,94.0,6,22,31,20,20,31,2,low,medium
3793,3,80.0,12,20,20,45,33,32,4,high,medium
3794,5,60.0,14,32,30,34,33,37,2,low,very_high
3795,5,93.0,14,32,41,30,20,52,1,very_low,very_high
3796,2,89.0,18,20,33,21,31,20,1,very_low,low
3797,2,58.0,16,20,20,20,20,22,3,medium,low
3798,4,90.0,9,20,36,26,22,31,3,medium,high
3799,5,84.0,15,42,28,39,36,24,4,high,very_high
3800,2,76.0,15,28,20,20,30,20,2,low,low
3801,2,58.0,8,26,22,20,30,20,4,high,low
3802,2,60.0,8,35,27,23,20,21,5,very_high,low
3803,4,100.0,13,36,32,25,31,26,5,very_high,high
3804,1,74.0,9,20,20,20,22,20,2,low,very_low
3805,5,88.0,16,25,38,30,37,30,2,low,very_high
3806,3,85.0,14,29,27,36,20,21,2,low,medium
3807,2,90.0,8,27,20,31,29,20,1,very_low,low
3808,4,81.0,21,34,33,30,42,36,3,medium,high
3809,2,100.0,11,20,29,34,29,20,4,high,low
3810,3,52.0,12,20,20,29,25,28,3,medium,medium
3811,1,81.0,10,20,23,20,20,20,4,high,very_low
3812,4,97.0,14,37,26,24,34,24,3,medium,high
3813,3,61.0,14,20,31,33,36,26,2,low,medium
3814,3,66.0,15,29,24,27,22,33,3,medium,medium
3815,4,29.0,11,31,24,20,40,26,3,medium,high
3816,4,94.0,8,41,28,23,27,20,3,medium,high
3817,3,100.0,8,32,30,25,30,20,3,medium,medium
3818,3,53.0,6,20,29,24,21,24,5,very_high,medium
3819,5,96.0,16,45,26,29,31,27,3,medium,very_high
3820,3,74.0,15,22,22,20,20,20,1,very_low,medium
3821,4,85.0,23,31,28,50,36,28,3,medium,high
3822,3,76.0,20,30,20,27,20,28,2,low,medium
3823,3,85.0,16,20,24,24,25,23,4,high,medium
3824,5,78.0,16,32,34,31,55,40,1,very_low,very_high
3825,2,96.0,11,20,26,20,20,29,4,high,low
3826,2,85.0,9,20,20,20,20,20,3,medium,low
3827,4,76.0,15,30,29,20,43,20,4,high,high
3828,1,81.0,11,20,26,20,20,20,4,high,very_low
3829,1,88.0,14,22,20,25,20,20,3,medium,very_low
3830,3,85.0,14,34,32,20,24,34,4,high,medium
3831,2,91.0,11,24,20,23,20,22,2,low,low
3832,5,77.0,21,49,34,35,35,47,3,medium,very_high
3833,5,66.0,21,47,40,30,37,35,3,medium,very_high
3834,3,64.0,9,20,23,20,20,20,2,low,medium
3835,1,96.0,16,20,20,22,20,20,4,high,very_low
3836,2,85.0,18,20,28,28,27,33,3,medium,low
3837,1,91.0,12,20,20,20,20,20,2,low,very_low
3838,4,81.0,14,29,40,20,23,22,2,low,high
3839,1,67.0,4,20,20,20,20,20,3,medium,very_low
3840,3,86.0,15,20,22,27,20,35,4,high,medium
3841,4,77.0,10,24,44,42,42,27,4,high,high
3842,2,32.0,5,20,20,20,20,21,4,high,low
3843,1,100.0,10,20,20,35,20,20,3,medium,very_low
3844,2,89.0,11,20,24,20,20,24,3,medium,low
3845,4,62.0,13,44,32,38,34,38,5,very_high,high
3846,2,97.0,5,20,23,20,20,21,2,low,low
3847,5,87.0,16,35,30,48,35,38,3,medium,very_high
3848,4,92.0,11,20,27,38,20,32,3,medium,high
3849,3,75.0,21,22,24,29,29,35,3,medium,medium
3850,5,71.0,17,36,31,20,31,34,4,high,very_high
3851,1,65.0,4,20,20,20,20,20,1,very_low,very_low
3852,1,86.0,7,20,23,20,27,22,4,high,very_low
3853,2,66.0,12,25,25,25,20,23,3,medium,low
3854,2,96.0,5,20,38,20,20,27,2,low,low
3855,1,68.0,9,20,20,28,20,20,3,medium,very_low
3856,4,75.0,15,23,31,22,30,38,2,low,high
3857,4,71.0,20,30,26,34,39,37,4,high,high
3858,5,96.0,13,37,41,34,33,47,1,very_low,very_high
3859,2,65.0,12,20,25,20,28,20,3,medium,low
3860,1,66.0,9,20,20,21,31,25,2,low,very_low
3861,3,85.0,11,28,37,29,26,21,2,low,medium
3862,1,75.0,10,20,20,20,27,20,4,high,very_low
3863,2,63.0,8,20,25,20,22,30,4,high,low
3864,1,97.0,7,20,20,20,29,20,4,high,very_low
3865,3,74.0,14,20,24,29,40,30,4,high,medium
3866,4,69.0,21,39,43,30,43,26,3,medium,high
3867,1,76.0,6,20,20,20,20,23,5,very_high,very_low
3868,4,95.0,11,25,20,31,20,38,4,high,high
3869,3,100.0,16,29,38,28,24,20,3,medium,medium
3870,3,69.0,12,20,20,25,20,28,1,very_low,medium
3871,1,93.0,8,31,20,20,20,20,2,low,very_low
3872,2,89.0,11,20,31,20,26,20,2,low,low
3873,5,100.0,16,57,48,43,30,29,2,low,very_high
3874,5,70.0,22,35,37,27,40,32,4,high,very_high
3875,3,66.0,12,20,26,31,23,40,5,very_high,medium
3876,2,87.0,13,39,32,25,32,20,2,low,low
3877,5,57.0,18,33,31,48,33,30,2,low,very_high
3878,4,48.0,8,29,20,20,34,27,5,very_high,high
3879,1,76.0,10,20,20,20,30,23,4,high,very_low
3880,3,65.0,15,20,39,20,28,44,4,high,medium
3881,1,100.0,9,20,20,20,23,21,4,high,very_low
3882,3,94.0,8,27,20,34,26,25,3,medium,medium
3883,1,98.0,8,24,20,20,20,20,2,low,very_low
3884,4,94.0,16,20,33,37,36,34,3,medium,high
3885,1,79.0,6,20,20,20,20,24,3,medium,very_low
3886,1,62.0,6,20,20,20,20,20,3,medium,very_low
3887,4,86.0,11,25,26,31,42,33,4,high,high
3888,3,88.0,12,26,24,44,43,26,2,low,medium
3889,5,75.0,25,50,51,23,43,30,4,high,very_high
3890,4,64.0,29,38,33,21,31,43,3,medium,high
3891,1,85.0,4,20,22,34,20,20,4,high,very_low
3892,4,85.0,21,36,23,38,45,38,2,low,high
3893,5,67.0,13,37,30,20,32,36,4,high,very_high
3894,3,66.0,12,24,21,24,34,20,4,high,medium
3895,3,82.0,13,25,26,20,21,23,4,high,medium
3896,1,100.0,9,20,20,25,20,24,2,low,very_low
3897,2,97.0,11,29,20,29,20,25,3,medium,low
3898,1,100.0,11,20,20,20,20,28,2,low,very_low
3899,1,83.0,9,20,20,22,20,20,3,medium,very_low
3900,1,75.0,11,20,20,21,20,20,3,medium,very_low
3901,2,100.0,10,22,20,20,20,20,1,very_low,low
3902,3,75.0,12,37,20,32,30,29,2,low,medium
3903,4,62.0,14,22,30,34,24,22,3,medium,high
3904,3,100.0,17,25,36,22,40,20,3,medium,medium
3905,5,70.0,17,38,26,41,20,30,3,medium,very_high
3906,5,63.0,13,20,40,32,23,20,3,medium,very_high
3907,3,100.0,12,33,20,37,24,22,3,medium,medium
3908,2,57.0,16,20,22,20,20,20,3,medium,low
3909,1,55.0,7,20,20,20,20,20,2,low,very_low
3910,3,60.0,10,32,32,26,20,36,4,high,medium
3911,3,79.0,14,20,27,21,25,27,1,very_low,medium
3912,3,63.0,14,26,32,27,27,34,4,high,medium
3913,4,85.0,11,33,23,25,20,20,2,low,high
3914,4,66.0,21,34,26,32,42,42,3,medium,high
3915,3,78.0,17,31,23,20,28,36,3,medium,medium
3916,5,71.0,19,23,43,21,46,32,4,high,very_high
3917,4,100.0,16,46,41,42,27,42,2,low,high
3918,3,49.0,21,33,20,23,20,20,3,medium,medium
3919,3,80.0,9,20,20,22,22,20,2,low,medium
3920,4,89.0,11,28,29,44,22,38,3,medium,high
3921,1,97.0,12,20,20,20,22,20,5,very_high,very_low
3922,4,78.0,13,25,27,26,35,22,2,low,high
3923,4,87.0,11,33,31,33,36,21,1,very_low,high
3924,1,69.0,4,20,20,20,20,20,4,high,very_low
3925,4,80.0,19,28,35,30,29,47,3,medium,high
3926,5,78.0,13,31,46,20,41,27,2,low,very_high
3927,3,85.0,10,20,36,25,20,20,5,very_high,medium
3928,5,77.0,16,35,43,35,28,35,4,high,very_high
3929,3,88.0,10,35,20,22,29,20,3,medium,medium
3930,4,73.0,11,34,44,25,27,25,3,medium,high
3931,5,85.0,16,39,52,25,41,53,2,low,very_high
3932,4,87.0,22,36,33,41,28,27,1,very_low,high
3933,2,61.0,12,23,20,20,20,20,3,medium,low
3934,3,65.0,12,20,20,27,20,20,3,medium,medium
3935,5,100.0,21,29,26,35,36,40,1,very_low,very_high
3936,2,100.0,11,20,20,24,25,25,2,low,low
3937,1,69.0,16,20,26,20,20,20,2,low,very_low
3938,2,100.0,8,20,20,20,20,21,2,low,low
3939,3,100.0,10,20,34,33,28,23,4,high,medium
3940,4,100.0,20,35,35,37,25,35,3,medium,high
3941,2,72.0,8,20,20,32,20,20,1,very_low,low
3942,5,65.0,17,29,20,29,45,34,2,low,very_high
3943,3,62.0,9,20,30,20,23,28,3,medium,medium
3944,2,71.0,16,31,20,20,20,20,3,medium,low
3945,4,88.0,8,20,34,31,22,20,4,high,high
3946,2,70.0,12,33,20,27,22,22,2,low,low
3947,3,69.0,11,25,20,20,20,20,3,medium,medium
3948,2,91.0,8,20,20,20,23,20,2,low,low
3949,2,57.0,13,20,20,20,20,20,4,high,low
3950,3,86.0,16,29,43,30,32,20,2,low,medium
3951,2,100.0,15,20,20,31,22,28,4,high,low
3952,3,76.0,13,24,34,32,25,27,1,very_low,medium
3953,2,91.0,8,20,20,20,25,20,2,low,low
3954,3,84.0,16,21,31,28,25,29,1,very_low,medium
3955,2,100.0,9,20,22,20,20,20,4,high,low
3956,1,87.0,13,20,29,20,20,20,2,low,very_low
3957,3,73.0,9,20,21,36,33,20,3,medium,medium
3958,4,74.0,8,29,20,33,20,20,2,low,high
3959,3,80.0,16,30,38,22,44,26,4,high,medium
3960,1,100.0,9,20,20,20,21,20,3,medium,very_low
3961,3,96.0,13,33,20,23,20,31,5,very_high,medium
3962,3,64.0,14,20,24,25,24,28,2,low,medium
3963,1,92.0,14,20,20,24,20,20,3,medium,very_low
3964,3,96.0,15,27,23,20,27,24,4,high,medium
3965,1,100.0,14,20,20,20,20,29,4,high,very_low
3966,3,100.0,14,31,39,20,28,25,2,low,medium
3967,4,93.0,23,32,29,29,43,20,2,low,high
3968,2,82.0,12,40,20,23,20,22,1,very_low,low
3969,5,81.0,16,45,23,31,20,28,4,high,very_high
3970,1,76.0,20,22,20,20,21,21,2,low,very_low
3971,2,79.0,18,20,20,20,38,21,4,high,low
3972,3,75.0,16,35,24,22,26,21,4,high,medium
3973,3,76.0,11,22,32,20,29,24,3,medium,medium
3974,2,77.0,8,20,20,20,20,20,2,low,low
3975,1,73.0,4,20,20,20,20,23,2,low,very_low
3976,3,68.0,10,22,26,20,20,21,5,very_high,medium
3977,2,100.0,11,20,20,28,20,24,4,high,low
3978,4,53.0,14,20,25,20,46,20,2,low,high
3979,4,82.0,16,32,24,29,20,20,3,medium,high
3980,5,83.0,21,45,20,31,41,55,3,medium,very_high
3981,3,52.0,13,30,26,37,20,36,5,very_high,medium
3982,2,69.0,8,20,20,20,20,28,2,low,low
3983,3,74.0,27,22,21,20,36,22,2,low,medium
3984,1,100.0,4,20,20,20,20,20,2,low,very_low
3985,3,78.0,19,28,26,20,20,24,2,low,medium
3986,5,100.0,21,34,48,28,48,39,2,low,very_high
3987,5,77.0,19,39,29,29,40,40,2,low,very_high
3988,5,69.0,27,45,49,26,29,39,4,high,very_high
3989,4,74.0,13,43,40,24,33,27,2,low,high
3990,3,100.0,17,20,36,35,29,26,1,very_low,medium
3991,5,53.0,18,32,22,34,35,47,2,low,very_high
3992,1,91.0,12,20,20,20,20,28,5,very_high,very_low
3993,2,71.0,12,27,26,20,23,20,3,medium,low
3994,1,74.0,4,20,20,20,20,20,2,low,very_low
3995,1,70.0,6,20,20,20,25,20,3,medium,very_low
3996,3,59.0,15,27,20,23,29,20,3,medium,medium
3997,2,100.0,22,28,27,21,31,24,2,low,low
3998,2,60.0,12,20,20,20,21,20,3,medium,low
3999,2,94.0,10,29,20,21,39,27,4,high,low
4000,3,66.0,9,20,20,22,31,28,3,medium,medium
4001,3,55.0,11,39,28,32,32,22,3,medium,medium
4002,5,100.0,19,38,42,44,41,41,2,low,very_high
4003,2,34.0,16,20,20,20,25,20,2,low,low
4004,3,67.0,21,27,20,34,33,24,4,high,medium
4005,1,76.0,4,20,20,20,20,20,3,medium,very_low
4006,4,88.0,20,40,31,29,32,20,2,low,high
4007,2,76.0,8,20,35,20,20,22,3,medium,low
4008,1,100.0,6,20,20,24,20,20,4,high,very_low
4009,2,68.0,8,20,31,32,20,25,3,medium,low
4010,4,82.0,18,24,29,21,30,22,1,very_low,high
4011,2,88.0,8,20,20,20,20,20,4,high,low
4012,1,66.0,20,20,30,20,20,20,3,medium,very_low
4013,2,73.0,9,20,36,20,26,26,3,medium,low
4014,3,55.0,12,33,20,29,25,20,2,low,medium
4015,2,71.0,8,32,20,23,27,23,3,medium,low
4016,1,74.0,8,20,27,20,20,20,4,high,very_low
4017,3,87.0,8,20,20,25,32,20,3,medium,medium
4018,1,69.0,10,20,20,20,20,20,2,low,very_low
4019,3,43.0,15,24,23,27,20,29,1,very_low,medium
4020,4,100.0,12,32,40,20,24,23,3,medium,high
4021,4,55.0,16,44,28,23,27,42,4,high,high
4022,5,69.0,17,30,26,32,37,52,2,low,very_high
4023,4,94.0,18,37,56,35,32,20,3,medium,high
4024,3,94.0,9,29,27,20,24,29,4,high,medium
4025,2,81.0,8,24,22,20,20,20,3,medium,low
4026,2,84.0,19,20,24,26,20,24,3,medium,low
4027,5,97.0,16,39,29,37,37,25,4,high,very_high
4028,2,81.0,16,20,20,20,25,23,3,medium,low
4029,4,78.0,12,23,20,31,42,31,2,low,high
4030,5,79.0,13,26,28,39,24,28,3,medium,very_high
4031,5,52.0,17,29,29,39,41,29,2,low,very_high
4032,4,84.0,14,35,31,27,35,20,1,very_low,high
4033,1,51.0,8,20,28,20,20,20,4,high,very_low
4034,3,65.0,15,40,29,20,24,26,3,medium,medium
4035,3,91.0,13,25,23,20,22,26,3,medium,medium
4036,2,98.0,19,26,27,20,20,20,5,very_high,low
4037,2,87.0,13,29,26,20,21,20,2,low,low
4038,5,75.0,12,37,29,30,39,31,4,high,very_high
4039,5,75.0,18,34,30,41,24,38,1,very_low,very_high
4040,4,68.0,15,22,29,27,34,34,2,low,high
4041,2,80.0,14,28,25,34,26,28,4,high,low
4042,1,82.0,7,20,20,20,20,20,2,low,very_low
4043,4,81.0,11,20,26,30,21,29,4,high,high
4044,3,66.0,10,26,22,22,25,20,4,high,medium
4045,4,67.0,19,31,33,28,25,21,3,medium,high
4046,5,72.0,15,48,24,32,24,49,2,low,very_high
4047,4,64.0,18,26,46,40,43,21,4,high,high
4048,1,65.0,13,20,20,20,20,26,3,medium,very_low
4049,5,89.0,14,39,31,32,31,35,3,medium,very_high
4050,1,74.0,10,20,20,20,20,20,3,medium,very_low
4051,3,95.0,12,23,31,24,29,36,4,high,medium
4052,1,62.0,9,20,20,20,20,20,4,high,very_low
4053,1,96.0,8,20,20,24,20,24,1,very_low,very_low
4054,1,78.0,9,20,20,20,22,20,5,very_high,very_low
4055,1,68.0,17,20,22,23,20,20,4,high,very_low
4056,1,90.0,4,20,20,20,20,20,2,low,very_low
4057,5,92.0,18,37,26,39,40,58,2,low,very_high
4058,2,65.0,12,28,23,20,27,20,3,medium,low
4059,4,66.0,13,47,26,35,44,20,4,high,high
4060,4,92.0,12,24,25,29,33,46,4,high,high
4061,2,66.0,23,20,20,26,22,20,5,very_high,low
4062,3,81.0,9,24,24,21,20,27,3,medium,medium
4063,2,78.0,11,23,20,30,20,21,5,very_high,low
4064,4,72.0,11,22,25,24,39,34,2,low,high
4065,2,77.0,16,25,20,20,24,23,4,high,low
4066,1,96.0,9,20,25,20,20,20,1,very_low,very_low
4067,5,80.0,13,32,20,32,27,36,4,high,very_high
4068,3,90.0,9,23,20,20,25,20,3,medium,medium
4069,2,77.0,12,20,20,28,30,20,3,medium,low
4070,1,95.0,10,20,20,20,20,20,3,medium,very_low
4071,3,97.0,15,30,33,20,37,36,4,high,medium
4072,1,96.0,6,20,20,20,20,20,2,low,very_low
4073,2,80.0,8,20,25,20,27,20,4,high,low
4074,4,91.0,21,29,31,34,30,29,3,medium,high
4075,3,65.0,8,23,30,29,21,20,4,high,medium
4076,3,72.0,14,20,35,30,20,20,2,low,medium
4077,4,74.0,11,40,20,25,39,20,2,low,high
4078,2,78.0,8,27,20,26,20,21,3,medium,low
4079,4,83.0,18,29,21,45,36,34,3,medium,high
4080,4,69.0,18,45,35,23,20,40,3,medium,high
4081,4,89.0,16,29,36,48,30,25,2,low,high
4082,2,87.0,5,23,20,20,22,27,5,very_high,low
4083,3,95.0,9,20,28,20,20,28,3,medium,medium
4084,4,100.0,15,39,39,26,38,35,4,high,high
4085,4,92.0,14,20,37,39,41,39,4,high,high
4086,4,89.0,14,31,45,39,24,20,4,high,high
4087,3,95.0,23,30,40,30,20,20,3,medium,medium
4088,5,74.0,13,32,43,30,28,28,3,medium,very_high
4089,1,67.0,4,20,20,20,20,20,3,medium,very_low
4090,4,46.0,16,27,28,28,21,32,3,medium,high
4091,3,64.0,13,25,20,20,20,26,4,high,medium
4092,3,77.0,12,35,22,20,20,24,3,medium,medium
4093,2,54.0,14,21,20,27,20,20,5,very_high,low
4094,5,82.0,23,41,33,36,39,44,4,high,very_high
4095,1,79.0,4,20,20,20,20,20,3,medium,very_low
4096,4,81.0,9,20,33,20,27,28,3,medium,high
4097,5,86.0,21,38,43,51,31,39,4,high,very_high
4098,2,84.0,7,20,20,27,20,20,2,low,low
4099,4,93.0,14,30,20,22,35,25,3,medium,high
4100,4,87.0,20,20,39,26,30,34,2,low,high
4101,5,77.0,16,49,20,26,39,40,2,low,very_high
4102,1,78.0,6,20,20,20,20,20,4,high,very_low
4103,3,85.0,14,20,27,25,34,20,3,medium,medium
4104,3,73.0,9,20,21,27,27,20,2,low,medium
4105,3,71.0,12,20,20,31,20,23,2,low,medium
4106,4,99.0,24,38,34,32,49,32,2,low,high
4107,2,99.0,13,20,20,20,20,20,3,medium,low
4108,5,96.0,10,34,38,41,29,24,3,medium,very_high
4109,3,92.0,7,31,30,20,22,29,3,medium,medium
4110,4,82.0,8,31,27,24,23,57,3,medium,high
4111,4,66.0,16,37,38,36,28,36,2,low,high
4112,3,75.0,14,20,44,34,20,27,4,high,medium
4113,4,83.0,11,37,27,21,24,20,1,very_low,high
4114,5,97.0,17,36,42,42,26,27,3,medium,very_high
4115,4,100.0,13,36,27,27,38,20,5,very_high,high
4116,2,57.0,12,26,20,21,27,20,2,low,low
4117,3,92.0,8,31,20,37,23,20,3,medium,medium
4118,3,73.0,15,29,20,20,24,30,2,low,medium
4119,3,100.0,15,31,20,35,40,20,3,medium,medium
4120,4,82.0,19,26,34,20,38,40,3,medium,high
4121,4,60.0,14,43,33,20,38,31,4,high,high
4122,4,64.0,15,37,26,36,20,25,2,low,high
4123,4,78.0,15,38,44,23,37,29,5,very_high,high
4124,2,86.0,11,24,20,21,22,21,1,very_low,low
4125,4,100.0,14,25,36,32,23,39,4,high,high
4126,1,81.0,6,20,20,20,20,20,4,high,very_low
4127,1,85.0,8,27,20,20,20,20,3,medium,very_low
4128,3,92.0,23,36,20,38,27,20,3,medium,medium
4129,5,80.0,13,39,53,30,35,41,4,high,very_high
4130,5,72.0,18,37,31,42,23,25,1,very_low,very_high
4131,4,80.0,20,39,35,37,36,23,4,high,high
4132,5,94.0,21,49,51,45,36,42,3,medium,very_high
4133,5,55.0,16,34,40,25,22,37,2,low,very_high
4134,1,82.0,12,20,23,27,20,20,4,high,very_low
4135,5,81.0,14,29,20,37,27,20,1,very_low,very_high
4136,1,83.0,6,22,20,20,20,22,3,medium,very_low
4137,4,88.0,16,37,30,31,29,37,2,low,high
4138,5,58.0,17,42,22,30,35,41,3,medium,very_high
4139,1,100.0,8,20,20,21,20,20,3,medium,very_low
4140,5,82.0,17,32,42,45,36,42,2,low,very_high
4141,4,86.0,10,33,35,30,27,31,4,high,high
4142,4,100.0,17,24,31,30,26,23,4,high,high
4143,2,100.0,6,32,28,20,20,20,5,very_high,low
4144,3,75.0,9,20,31,20,26,33,2,low,medium
4145,3,77.0,19,24,22,20,32,20,1,very_low,medium
4146,2,96.0,8,20,20,27,34,24,3,medium,low
4147,3,92.0,12,27,20,20,27,24,4,high,medium
4148,5,83.0,16,47,37,26,47,36,3,medium,very_high
4149,1,84.0,9,20,20,20,20,20,3,medium,very_low
4150,1,77.0,11,26,20,20,25,28,4,high,very_low
4151,1,67.0,10,22,20,20,20,20,3,medium,very_low
4152,4,82.0,11,28,20,20,42,38,2,low,high
4153,4,92.0,11,40,29,24,23,20,2,low,high
4154,2,90.0,11,25,22,20,28,28,2,low,low
4155,2,83.0,11,22,20,20,20,20,3,medium,low
4156,4,56.0,11,30,25,34,20,36,4,high,high
4157,3,69.0,10,20,32,26,26,36,4,high,medium
4158,4,55.0,23,37,43,29,29,28,2,low,high
4159,5,100.0,12,22,45,36,30,32,4,high,very_high
4160,3,57.0,18,44,20,25,23,27,2,low,medium
4161,2,89.0,8,20,20,20,20,20,5,very_high,low
4162,1,82.0,14,25,22,20,20,20,2,low,very_low
4163,1,73.0,7,20,20,20,20,20,3,medium,very_low
4164,4,91.0,11,21,27,28,28,25,2,low,high
4165,2,100.0,11,20,24,20,24,20,3,medium,low
4166,2,74.0,8,20,20,29,31,20,4,high,low
4167,5,53.0,13,26,23,23,27,20,4,high,very_high
4168,1,74.0,6,20,20,20,20,24,3,medium,very_low
4169,2,44.0,15,20,20,20,24,24,4,high,low
4170,4,52.0,20,39,40,33,32,30,2,low,high
4171,3,62.0,9,20,20,28,20,34,2,low,medium
4172,2,84.0,9,20,20,32,20,20,3,medium,low
4173,5,70.0,14,36,38,40,27,33,5,very_high,very_high
4174,1,91.0,19,20,20,20,20,20,1,very_low,very_low
4175,2,91.0,8,24,20,20,20,20,2,low,low
4176,1,72.0,20,20,23,20,20,20,3,medium,very_low
4177,2,61.0,9,20,20,20,24,20,2,low,low
4178,2,97.0,15,27,25,20,22,23,5,very_high,low
4179,3,55.0,17,20,20,24,27,20,2,low,medium
